Headword,Definition
ПОДГОТОВЛЯТЬ,спасобіць; прыгатовываць. Спасобіць хлапца у гімназію.
ПОДГРАБЛИВАТЬ,"сена, падграбаць."
ПОДДАНСТВО,"падданства, падданы."
ПОДДАВЛИВАТЬ,"што, падгнятаць, падціскаць."
ПОДДАКИВАТЬ,"каму, патакаць, патачка."
ПОДДОЛБИТЬ,"што, падцюкаць."
ПОДДЕВКА,ж. падопранка.
ПОДДЕРГИВАТЬ,"што, падтыргаць, потаргі."
ПОДДЕРЖИВАТЬ,"што, падтрымліваць, падтрымка."
ПОДДРЕВЕСНЫЙ,паддрэўны.
ПОДДУВАЛО,"атворына ў печы праз якую паветра дзьме ў печ; подзьмеўка, подзьмевень."
ПОДДЕТЬ,"каго, падхапіць кручком, нанізаць на што; падшпіліць, падцяць. Падцінай рыбу пакуль скубе. Падцяў вострым словам."
ПОДДЕЛЫВАТЬ,"што, падрабляць, падробка, падробны."
ПОДЕНКА,"ж. жамярыца, якой век доўжыцца ўсяго адзін дзень; мятульга."
ПОДЕРГИВАТЬ,"што, патаргаць, потарга."
"ПОДЕРГИВАТЬСЯ, ПОДЕРНУТЬСЯ",пакрыцца чым лёгка каб аснаўное прасьвечывала; пакрыцца. Серабро ад серкі пакрылася чэрню.
ПОДЖАЛИВАТЬ,паджыгаць.
ПОДЖАРИСТЫЙ,"чалавек, падхорцісты, падхартаны; шчаплы."
ПОДЖАРИВАТЬ,"што, падпражываць, падпражаны."
ПОДЖАТЬ,"ногі, падкорчыць, падціснуць."
ПОДЖИГАТЬ,"што, падпаляць, падпаляньне, падпал; падгнячаць, падгнет."
ПОДЖИГАТЕЛЬ,падпаляч—чка; падгнетнік—ніца.
ПОДЖИДАТЬ,"што, каго; нажыдаць, чакаць."
ПОДЖИДИТЬ,"што, падрэдзіць."
ПОДЗАТЫЛОК,"м. задняя часьць шыі, ад патыліцы да першай шыйнай хрыбеткі; запатылак."
ПОДЗЕМЕЛЬНЫЙ,"падземны, падземьме."
ПОДЗЕРКАЛИТЬ,"шкло, падлюстрыць."
ПОДЗОБОК,"м. ніжняя часьць валя; падвольле, падвольны."
ПОДЗУЖИВАТЬ,"каго, падбухторваць."
ПОДКЛАДЫВАТЬ,"што, падкладаць, падклад."
ПОДКЛАДКА,"пад вопратку, подшаўка."
ПОДКЛИНИВАТЬ,надкліновываць.
ПОДКОВЫРОВАТЬ,"што, падкалупываць."
ПОДКОЖНЫЙ,падскурны.
ПОДКОЛАЧИВАТЬ,"што, падбіваць."
ПОДКОЛДОВАТЬ,"што, падчараваць."
ПОДКОЧЕЧНЫЙ,падкурганы.
ПОДКРАШИВАТЬ,"што, падфарбовываць."
ПОДКРЫШНЫЙ,"падстрэшны, падстрэшак."
ПОДКРЕПЛЯТЬ,"што, чым: падмацовываць."
ПОДКРЕПЛЕНИЕ,ср. падмацунак; пасілак.
ПОДКУВЫРНУТЬ,"што, падкуліць, падкуляць."
ПОДКУПАТЬ,"каго падкупляць, падкупляцца, падкупляньне, подкуп, падкупны, падкупнік—ніца."
ПОДКУРГУЗИТЬ,"каго, падкуртаць, падкуртаны."
ПОДКУРЖЕВЕТЬ,пад’інець.
ПОДКУТЫВАТЬ,"што чым, падвіваць, авіваць."
ПОДЛАДЖИВАТЬСЯ,"да каго, падлабунівацца."
ПОДЛАГАТЬ,"што, пад што; падкладаць, падклад."
ПОДЛЕЖАТЬ,"чаму, прыслухаць."
ПОДЛЕЖАТЕЛЬНЫЙ,"падлеглы, прыслухаючы, залежны."
ПОДЛАСКАТЬСЯ,"да каго, падлашчыцца."
ПОДЛЕ,"прысл. водле. Водле гэтага, ты вінен."
ПОДЛЕБЕЗИТЬСЯ,"да каю, падлабуніцца."
ПОДЛЕТЫВАТЬ,"падлятаць, падлёт, падлётак."
ПОДЛИННЫЙ,"запраўдны, праўдны; істы, істотны. Істае золата. Істы чорт. Істая, істотная праўда. Істы ліст, не перапісаны, ня копія."
ПОДЛИННО,"прысл. істотна. Істотна справа была так і так. Я істотна гэтага ня ведаю, Істотна, гэта не чалавек, а зьвер."
ПОДЛИННИК,"м. іставік. Іставік дакуманту. Іставікі лістоў, рысункаў. Іставы малюнак, ня копія, арыгінал."
ПОДЛОГ,м. спофальш. Спофальш дакумантаў.
ПОДЛОЖНЫЙ,"спафальшоўны, спафальшэрскі."
ПОДЛОКОТНИК,"падлоктавік, падлокніца."
ПОДЛОПАСТНЫЙ,падпелюсны.
ПОДЛУКАВИТЬ,падхітраваць.
ПОДЛУННЫЙ,"аб сьвятле, падмесячны."
ПОДЛУЩИВАТЬ,"гарох, падлушчаць."
ПОДЛЫЙ,"подлы, подласьць, падлец."
ПОДЛЕ,"прысл. водле, побач. Водле ставу грэбля."
ПОДМАЗЫВАТЬСЯ,"да каго, падлазіць, падлізацца."
ПОДМАКЛАЧИВАТЬ,падмахлёвываць.
ПОДМАРАТЬ,"што, падпэцкаць."
ПОДМАСТЕРЬЕ,памочнік майстра; падмайстар.
ПОДМЕТНЫЙ,падкідны.
ПОДМЕТКИ,"у ботах, падноскі."
ПОДМИНАТЬ,"падкомкаць, падкомсьціць."
ПОДМОСТКИ,вышкі. Тэатральныя вышкі.
ПОДМЫВАЕТ,"цягне, хочацца; карціць. Мне ўсё карціць сказаць яму праўду. Так і карціць ўмяшацца ў гэта."
ПОДМЫШКА,ямка пад плячавой косьцю; падпаха.
ПОДМЫШЕЧНЫЙ,падпашны.
ПОДМЕЛИТЬ,"крэйдай, падкрэйдаваць."
ПОДМЕСЬ,дамешка.
ПОДМЕЧАТЬ,"што, спасьцярагаць, спасьцерагацца, спасьцярога, спасьцярожлівы; заўважаць, заўважыў, заўвага, заўважлівы."
ПОДНАВЕСЬ,"ср. павець, паветка, паветны."
ПОДНАСЕСТНЫЙ,падкурасадны.
ПОДНАУМИТЬ,"каго, паднацяміць."
ПОДНАЧАЛИЕ,ср. падуўладнасьць.
ПОДНЕБЕСНЫЙ,"паднебны, паднебьбе."
ПОДНЕБЬЕ,верх губной падзі; паднябеньне.
ПОДНЕСЬ,"прысл. дасягоньня, пасяньдзень."
ПОДНИМАТЬ,"падымаць, падыманьне, падойм."
ПОДНОЖИЕ,падножак.
ПОДНОВЛЕНИЕ,ср. падноўка.
ПОДНОС,"м. тайстра, тайстэрка."
ПОДНОГОТНЫЙ,"падпазнокны, падпазнокціца."
ПОДОБАЕТ,"што, каму; прыстоіць."
ПОДОБИЕ,"ср. падоба, падобны, падобнасьць; падабец, падабізна, партрэт, зьнімак."
ПОДОБЛАЧНЫЙ,падаблочны.
ПОДОДВИГАТЬ,"што, падсуваць."
ПОДОДЕЯЛЬНИК,"м. апакровец, апокрыўка."
ПОДОВИННЫЙ,"падасетны, падасетнік."
ПОДОВРАТЬ,"што, каму; падылгаць."
ПОДОЗРИТЕЛЬНЫЙ,"запасочаны, запасочнасьць."
ПОДОЙНИК,"м. дайніца, даёнка."
ПОДОЙТИ,"да каго, чаго, падыйсьці, падход."
ПОДОКОННИК,"м. падваконец, падваконіца."
ПОДОЛЕЩАТЬСЯ,падлёсчывацца; пахлебавацца.
ПОДОМАШНЕМУ,прысл. падамоваму.
ПОДОНКИ,"ападонкі, падонкі; толаг; гружлі."
ПОДОПЕЧЕК,"м. падпечак, падпечча."
ПОДОПЛЕКА,"ж. подшыўка пад кашуляй на плячах і грудзях; подшыўка, падкладка."
ПОДОПОЯСКА,"ж. падпяразка, падпяразны."
ПОДОРДЕТЬ,паджаўрэць.
ПОДОРОЖАТЬ,падаражэць.
ПОДОСАДОВАТЬ,памарокаваць.
ПОДОСТЛАТЬ,"што, падаслаць."
ПОДОСТАЛЬ,"прысл. ўдосыць, ўшчэнт, ўдакон."
